Contract Name	Last Trade Date (EST)	Strike	Last Price	Bid	Ask	Change	% Change	Volume	Open Interest	Implied Volatility
SPY260220C00420000	10/16/2025 1:07 PM	420	249.20	255.29	258.17	0.00	0.00%	-	5	60.64%
SPY260220C00435000	10/24/2025 1:54 PM	435	248.96	240.60	243.48	0.00	0.00%	6	6	57.70%
SPY260220C00440000	10/24/2025 11:48 AM	440	243.73	235.71	238.59	0.00	0.00%	1	1	56.74%
SPY260220C00455000	10/16/2025 12:32 PM	455	213.23	220.95	223.94	0.00	0.00%	1	5	53.77%
SPY260220C00460000	11/11/2025 3:54 PM	460	228.57	216.08	219.06	0.00	0.00%	1	17	52.85%
SPY260220C00465000	11/7/2025 9:30 AM	465	208.13	211.20	214.18	0.00	0.00%	30	71	51.91%
SPY260220C00470000	11/14/2025 9:30 AM	470	201.20	206.33	209.31	-14.63	-6.78%	1	4	50.99%
SPY260220C00475000	11/7/2025 11:57 AM	475	193.41	201.46	204.44	0.00	0.00%	26	39	50.07%
SPY260220C00480000	11/6/2025 2:46 PM	480	199.16	196.59	199.57	0.00	0.00%	1	13	52.10%
SPY260220C00485000	11/14/2025 2:03 PM	485	193.95	191.73	194.72	0.48	0.25%	1	5	51.13%
SPY260220C00490000	11/7/2025 2:08 PM	490	182.87	186.87	189.86	0.00	0.00%	1	12	50.15%
SPY260220C00495000	11/12/2025 9:59 AM	495	194.68	182.02	185.01	0.00	0.00%	10	52	49.18%
SPY260220C00500000	11/14/2025 9:30 AM	500	172.04	177.19	180.17	-7.07	-3.95%	20	34	48.22%
SPY260220C00505000	11/13/2025 3:18 PM	505	173.47	172.34	175.33	0.00	0.00%	5	8	47.27%
SPY260220C00510000	10/29/2025 9:39 AM	510	186.15	167.52	170.50	0.00	0.00%	1	21	46.32%
SPY260220C00515000	11/7/2025 11:31 AM	515	155.40	162.69	165.68	0.00	0.00%	1	19	45.39%
SPY260220C00520000	11/12/2025 10:13 AM	520	170.31	157.87	160.87	0.00	0.00%	2	82	44.46%
SPY260220C00525000	11/12/2025 12:24 PM	525	164.25	153.07	156.06	0.00	0.00%	1	8	43.53%
SPY260220C00530000	11/10/2025 9:54 AM	530	155.89	148.28	151.27	0.00	0.00%	1	116	42.63%
SPY260220C00535000	11/14/2025 2:24 PM	535	147.02	143.51	146.49	-3.14	-2.09%	2	3	41.73%
SPY260220C00540000	11/14/2025 9:52 AM	540	136.30	138.74	141.73	-7.35	-5.12%	9	70	40.85%
SPY260220C00545000	11/11/2025 3:41 PM	545	145.72	133.99	136.98	0.00	0.00%	2	6	39.97%
SPY260220C00550000	11/13/2025 3:40 PM	550	131.59	129.25	132.25	0.00	0.00%	3	33	39.10%
SPY260220C00555000	11/13/2025 3:40 PM	555	126.96	124.53	127.53	0.00	0.00%	2	15	38.24%
SPY260220C00560000	11/13/2025 3:38 PM	560	121.99	119.83	122.84	0.00	0.00%	4	37	37.40%
SPY260220C00565000	11/13/2025 3:35 PM	565	116.86	115.15	118.20	0.00	0.00%	9	342	36.61%
SPY260220C00570000	11/11/2025 3:02 PM	570	122.23	110.50	113.50	0.00	0.00%	1	27	35.72%
SPY260220C00575000	11/14/2025 1:11 PM	575	108.12	105.86	108.86	-9.23	-7.87%	1	89	34.90%
SPY260220C00580000	11/5/2025 2:43 PM	580	111.00	101.24	104.26	0.00	0.00%	3	41	34.09%
SPY260220C00585000	11/11/2025 3:37 PM	585	106.50	96.66	99.68	0.00	0.00%	8	61	33.29%
SPY260220C00590000	11/14/2025 3:59 PM	590	92.85	92.11	95.14	-8.22	-8.13%	4	130	32.50%
SPY260220C00595000	11/14/2025 11:17 AM	595	89.58	87.59	90.89	0.42	0.47%	2	288	31.99%
SPY260220C00600000	11/14/2025 4:02 PM	600	84.00	83.10	86.40	-1.50	-1.75%	9	1,301	31.19%
SPY260220C00605000	11/14/2025 11:17 AM	605	80.67	78.65	81.96	-4.70	-5.51%	2	288	30.42%
SPY260220C00610000	11/14/2025 10:25 AM	610	72.37	74.25	77.30	-5.79	-7.41%	2	200	29.40%
SPY260220C00615000	11/13/2025 2:55 PM	615	70.77	69.88	72.96	-0.41	-0.58%	10	150	28.66%
SPY260220C00620000	11/14/2025 3:47 PM	620	66.80	65.57	68.66	-2.09	-3.03%	7	176	27.92%
SPY260220C00625000	11/14/2025 3:30 PM	625	62.98	62.59	63.65	-0.81	-1.27%	10	306	26.52%
SPY260220C00630000	11/14/2025 3:52 PM	630	58.27	57.63	59.44	-1.53	-2.56%	23	1,434	25.79%
SPY260220C00635000	11/14/2025 12:58 PM	635	55.85	53.30	55.33	1.39	2.55%	3	416	25.09%
SPY260220C00640000	11/14/2025 3:27 PM	640	50.57	49.36	51.27	0.09	0.18%	27	245	24.38%
SPY260220C00645000	11/14/2025 1:35 PM	645	47.45	46.21	47.30	0.39	0.83%	90	478	23.68%
SPY260220C00650000	11/14/2025 1:36 PM	650	42.04	42.31	43.40	-1.51	-3.47%	135	738	22.97%
SPY260220C00655000	11/14/2025 1:06 PM	655	39.33	38.52	39.60	0.13	0.33%	85	1,824	22.28%
SPY260220C00660000	11/14/2025 3:41 PM	660	35.01	34.85	35.93	-0.79	-2.21%	81	2,600	21.60%
SPY260220C00665000	11/14/2025 3:47 PM	665	31.52	31.33	32.40	-0.95	-2.93%	404	1,612	20.95%
SPY260220C00670000	11/14/2025 4:14 PM	670	28.47	28.40	28.55	-1.00	-3.39%	354	3,751	19.99%
SPY260220C00675000	11/14/2025 4:06 PM	675	24.72	25.13	25.32	-1.43	-5.47%	408	4,644	19.37%
SPY260220C00680000	11/14/2025 4:04 PM	680	21.78	22.08	22.28	-0.64	-2.85%	491	4,292	18.79%
SPY260220C00685000	11/14/2025 4:04 PM	685	18.93	19.21	19.41	-1.20	-5.96%	402	2,872	18.21%
SPY260220C00690000	11/14/2025 4:03 PM	690	16.40	16.55	16.75	-0.98	-5.64%	262	3,621	17.67%
SPY260220C00695000	11/14/2025 3:51 PM	695	13.97	14.17	14.34	-0.81	-5.48%	208	7,276	17.18%
SPY260220C00700000	11/14/2025 4:06 PM	700	11.71	12.00	12.13	-0.73	-5.87%	931	4,360	16.70%
SPY260220C00705000	11/14/2025 3:57 PM	705	9.80	10.03	10.17	-0.94	-8.75%	401	1,424	16.27%
SPY260220C00710000	11/14/2025 4:12 PM	710	8.40	8.34	8.45	-0.54	-6.04%	518	5,598	15.88%
SPY260220C00715000	11/14/2025 3:58 PM	715	6.63	6.84	6.96	-0.81	-10.89%	121	3,596	15.53%
SPY260220C00720000	11/14/2025 3:57 PM	720	5.43	5.57	5.69	-0.68	-11.13%	171	1,787	15.23%
SPY260220C00725000	11/14/2025 3:56 PM	725	4.40	4.51	4.61	-0.44	-9.09%	194	2,101	14.96%
SPY260220C00730000	11/14/2025 3:57 PM	730	3.52	3.62	3.72	-0.51	-12.66%	267	3,690	14.74%
SPY260220C00735000	11/14/2025 3:57 PM	735	2.82	2.91	2.99	-0.42	-12.96%	35	1,035	14.56%
SPY260220C00740000	11/14/2025 4:06 PM	740	2.29	2.34	2.40	-0.35	-13.26%	167	2,860	14.42%
SPY260220C00745000	11/14/2025 2:36 PM	745	1.99	1.83	1.92	-0.12	-5.69%	21	1,267	14.31%
SPY260220C00750000	11/14/2025 4:00 PM	750	1.47	1.49	1.52	-0.21	-12.50%	393	1,979	14.20%
SPY260220C00755000	11/14/2025 3:52 PM	755	1.18	1.19	1.22	-0.17	-12.59%	174	1,805	14.17%
SPY260220C00760000	11/14/2025 3:45 PM	760	0.94	0.95	0.98	-0.16	-14.55%	45	903	14.15%
SPY260220C00765000	11/14/2025 2:36 PM	765	0.81	0.77	0.79	-0.06	-6.90%	3	1,365	14.15%
SPY260220C00770000	11/14/2025 11:37 AM	770	0.71	0.62	0.64	0.00	0.00%	18	1,059	14.19%
SPY260220C00775000	11/14/2025 10:00 AM	775	0.50	0.50	0.52	-0.15	-23.08%	11	247	14.23%
SPY260220C00780000	11/14/2025 4:14 PM	780	0.41	0.41	0.42	-0.09	-18.00%	6	2,028	14.27%
SPY260220C00785000	11/14/2025 4:12 PM	785	0.34	0.33	0.35	-0.10	-22.73%	138	522	14.38%
SPY260220C00790000	11/14/2025 12:04 PM	790	0.31	0.27	0.29	-0.17	-35.42%	14	5,617	14.48%
SPY260220C00795000	11/14/2025 3:33 PM	795	0.24	0.23	0.24	-0.06	-20.00%	8	340	14.58%
SPY260220C00800000	11/14/2025 2:51 PM	800	0.21	0.19	0.20	-0.01	-4.55%	128	6,597	14.67%
SPY260227C00420000	11/6/2025 3:25 PM	420	258.54	255.65	258.60	0.00	0.00%	11	6	59.63%
SPY260227C00425000	11/6/2025 3:25 PM	425	253.14	250.83	253.71	0.00	0.00%	10	6	58.77%
SPY260227C00435000	10/28/2025 11:37 AM	435	256.30	240.99	243.94	0.00	0.00%	20	20	56.79%
SPY260227C00450000	11/7/2025 1:23 PM	450	221.00	226.41	229.30	0.00	0.00%	3	6	54.06%
SPY260227C00470000	9/18/2025 12:58 PM	470	202.25	201.45	204.71	0.00	0.00%	-	1	41.43%
SPY260227C00485000	11/14/2025 11:56 AM	485	196.05	192.31	195.27	-7.81	-3.83%	1	1	50.35%
SPY260227C00495000	11/5/2025 10:18 AM	495	189.60	182.63	185.58	0.00	0.00%	3	0	48.45%
SPY260227C00500000	10/31/2025 9:52 AM	500	191.41	177.81	180.77	0.00	0.00%	2	5	47.55%
SPY260227C00505000	9/2/2025 11:25 AM	505	144.36	174.59	177.31	0.00	0.00%	-	1	48.71%
SPY260227C00510000	10/29/2025 9:51 AM	510	187.21	168.17	171.12	0.00	0.00%	1	1	45.70%
SPY260227C00515000	9/2/2025 11:03 AM	515	136.13	164.80	167.80	0.00	0.00%	-	1	46.95%
SPY260227C00520000	11/4/2025 10:33 AM	520	167.57	158.57	161.52	0.00	0.00%	2	6	43.90%
SPY260227C00525000	10/28/2025 2:19 PM	525	172.01	153.78	156.73	0.00	0.00%	2	2	43.01%
SPY260227C00530000	11/14/2025 9:47 AM	530	146.24	149.01	151.96	23.69	19.33%	1	2	42.13%
SPY260227C00535000	11/12/2025 9:58 AM	535	156.33	144.25	147.20	0.00	0.00%	5	9	41.27%
SPY260227C00540000	11/5/2025 2:19 PM	540	149.35	139.51	142.46	0.00	0.00%	1	11	40.42%
SPY260227C00545000	10/16/2025 1:36 PM	545	131.49	134.77	137.73	0.00	0.00%	1	3	39.57%
SPY260227C00550000	11/6/2025 3:31 PM	550	132.15	130.05	133.01	0.00	0.00%	3	15	38.72%
SPY260227C00555000	11/10/2025 11:45 AM	555	130.00	125.36	128.32	0.00	0.00%	1	2	37.90%
SPY260227C00560000	11/13/2025 11:40 AM	560	124.47	120.67	123.64	0.00	0.00%	1	49	37.07%
SPY260227C00565000	10/24/2025 11:25 AM	565	124.67	116.02	118.99	0.00	0.00%	1	2	36.27%
SPY260227C00570000	9/19/2025 11:01 AM	570	107.97	112.19	113.23	0.00	0.00%	2	2	34.19%
SPY260227C00575000	11/10/2025 11:41 AM	575	111.14	106.77	109.75	0.00	0.00%	7	16	34.67%
SPY260227C00580000	11/14/2025 1:36 PM	580	104.05	102.18	105.16	-4.39	-4.05%	1	6	33.88%
SPY260227C00581000	11/13/2025 10:26 AM	581	109.06	101.27	104.25	0.00	0.00%	33	34	33.73%
SPY260227C00582000	9/3/2025 9:43 AM	582	80.81	104.17	104.99	0.00	0.00%	-	1	35.26%
SPY260227C00584000	11/11/2025 10:32 AM	584	106.29	98.53	101.52	0.00	0.00%	19	20	33.26%
SPY260227C00585000	10/24/2025 9:57 AM	585	104.79	97.63	100.61	0.00	0.00%	5	7	33.11%
SPY260227C00586000	9/3/2025 3:49 PM	586	77.10	97.78	100.86	0.00	0.00%	200	100	34.12%
SPY260227C00587000	11/10/2025 3:17 PM	587	105.68	95.81	98.80	0.00	0.00%	19	73	32.80%
SPY260227C00588000	11/3/2025 10:45 AM	588	106.64	94.91	97.90	0.00	0.00%	1	117	32.65%
SPY260227C00589000	10/31/2025 9:54 AM	589	107.24	94.00	97.00	0.00	0.00%	1	6	32.50%
SPY260227C00590000	11/7/2025 10:44 AM	590	88.93	93.10	96.10	0.00	0.00%	7	43	32.35%
SPY260227C00591000	11/13/2025 1:10 PM	591	95.26	92.20	95.19	0.00	0.00%	2	23	32.19%
SPY260227C00592000	10/15/2025 1:12 PM	592	86.86	91.30	94.29	0.00	0.00%	2	2	32.03%
SPY260227C00593000	9/4/2025 10:10 AM	593	72.17	91.52	94.64	0.00	0.00%	-	1	33.09%
SPY260227C00594000	9/15/2025 1:58 PM	594	84.05	88.31	88.94	0.00	0.00%	5	7	28.16%
SPY260227C00595000	10/15/2025 12:11 PM	595	87.90	88.60	91.61	0.00	0.00%	3	4	31.59%
SPY260227C00596000	11/7/2025 11:55 AM	596	81.82	87.71	90.72	0.00	0.00%	1	19	31.44%
SPY260227C00597000	10/21/2025 10:03 AM	597	88.83	86.81	89.83	0.00	0.00%	3	12	31.29%
SPY260227C00598000	11/13/2025 1:16 PM	598	89.21	85.92	88.94	0.00	0.00%	1	97	31.14%
SPY260227C00599000	10/21/2025 11:44 AM	599	88.42	85.03	88.04	0.00	0.00%	4	4	30.98%
SPY260227C00600000	11/4/2025 12:51 PM	600	91.23	84.14	87.16	0.00	0.00%	5	59	30.84%
SPY260227C00601000	9/12/2025 10:01 AM	601	75.97	72.34	75.42	0.00	0.00%	1	21	19.08%
SPY260227C00602000	9/18/2025 3:20 PM	602	79.50	79.13	82.66	0.00	0.00%	4	6	27.95%
SPY260227C00603000	11/13/2025 10:49 AM	603	86.45	81.49	84.51	0.00	0.00%	1	3	30.40%
SPY260227C00604000	9/18/2025 3:28 PM	604	77.64	77.51	80.94	0.00	0.00%	8	8	27.73%
SPY260227C00605000	10/8/2025 12:38 PM	605	85.39	79.48	82.77	0.00	0.00%	2	15	30.12%
SPY260227C00606000	11/14/2025 9:33 AM	606	73.55	78.85	81.87	-13.01	-15.03%	1	19	29.95%
SPY260227C00607000	11/4/2025 10:34 AM	607	87.10	77.97	81.00	0.00	0.00%	1	2	29.81%
SPY260227C00609000	9/2/2025 12:39 PM	609	53.70	80.43	81.16	0.00	0.00%	-	1	31.20%
SPY260227C00610000	11/6/2025 12:00 PM	610	75.91	75.35	78.38	0.00	0.00%	7	17	29.36%
SPY260227C00612000	11/4/2025 9:48 AM	612	80.86	73.61	76.65	0.00	0.00%	-	1	29.08%
SPY260227C00613000	10/23/2025 9:51 AM	613	74.74	72.75	75.78	0.00	0.00%	1	1	28.93%
SPY260227C00614000	11/13/2025 1:54 PM	614	73.99	71.88	74.92	0.00	0.00%	1	4	28.78%
SPY260227C00615000	10/23/2025 11:36 AM	615	72.47	71.02	74.06	0.00	0.00%	5	5	28.64%
SPY260227C00616000	10/29/2025 2:09 PM	616	87.06	70.16	73.20	0.00	0.00%	10	11	28.49%
SPY260227C00618000	11/13/2025 2:48 PM	618	70.43	68.44	71.48	0.00	0.00%	1	3	28.20%
SPY260227C00619000	9/23/2025 10:37 AM	619	69.70	0.00	0.00	0.00	0.00%	-	9	0.00%
SPY260227C00620000	11/14/2025 3:17 PM	620	69.39	66.74	69.79	0.74	1.08%	2	30	27.92%
SPY260227C00622000	9/26/2025 9:30 AM	622	60.73	0.00	0.00	0.00	0.00%	2	2	0.00%
SPY260227C00623000	9/2/2025 12:16 PM	623	43.10	68.39	69.00	0.00	0.00%	-	1	28.93%
SPY260227C00624000	9/15/2025 2:09 PM	624	59.05	62.53	63.06	0.00	0.00%	-	1	24.54%
SPY260227C00625000	11/14/2025 3:17 PM	625	65.10	62.51	65.57	7.23	12.49%	6	23	27.20%
SPY260227C00627000	9/12/2025 9:39 AM	627	54.04	51.42	54.60	0.00	0.00%	2	2	18.98%
SPY260227C00628000	10/6/2025 3:18 PM	628	65.01	59.88	63.03	0.00	0.00%	1	3	26.75%
SPY260227C00629000	9/15/2025 2:08 PM	629	55.10	58.92	59.38	0.00	0.00%	-	1	24.31%
SPY260227C00630000	11/14/2025 3:17 PM	630	60.96	58.35	61.41	-5.39	-8.12%	2	16	26.49%
SPY260227C00631000	11/11/2025 3:55 PM	631	67.75	57.52	60.59	0.00	0.00%	4	4	26.36%
SPY260227C00632000	10/30/2025 1:05 PM	632	69.08	56.69	59.77	0.00	0.00%	17	12	26.22%
SPY260227C00633000	10/23/2025 1:38 PM	633	58.87	55.87	58.95	0.00	0.00%	-	2	26.08%
SPY260227C00634000	11/6/2025 12:56 PM	634	57.00	55.05	58.14	0.00	0.00%	2	2	25.94%
SPY260227C00635000	11/14/2025 9:33 AM	635	50.11	54.24	57.32	-5.81	-10.39%	1	142	25.80%
SPY260227C00636000	10/20/2025 1:42 PM	636	57.20	53.47	56.51	0.00	0.00%	1	2	25.66%
SPY260227C00637000	10/10/2025 3:51 PM	637	46.59	52.65	55.71	0.00	0.00%	1	14	25.52%
SPY260227C00638000	11/6/2025 10:56 AM	638	54.05	51.81	54.91	0.00	0.00%	4	18	25.39%
SPY260227C00639000	10/28/2025 10:31 AM	639	64.93	51.08	54.11	0.00	0.00%	-	27	25.25%
SPY260227C00640000	11/11/2025 2:41 PM	640	60.14	50.57	52.42	0.00	0.00%	7	600	24.43%
SPY260227C00641000	11/12/2025 12:14 PM	641	59.02	49.41	52.51	0.00	0.00%	2	4	24.97%
SPY260227C00642000	11/11/2025 2:41 PM	642	58.47	48.62	51.72	0.00	0.00%	2	29	24.83%
SPY260227C00643000	10/28/2025 9:56 AM	643	61.45	47.95	50.93	0.00	0.00%	100	216	24.69%
SPY260227C00644000	11/5/2025 9:59 AM	644	53.70	47.04	50.15	0.00	0.00%	5	76	24.56%
SPY260227C00645000	11/14/2025 9:42 AM	645	44.21	46.25	49.37	-8.19	-15.63%	3	369	24.43%
SPY260227C00646000	11/7/2025 3:35 PM	646	45.69	45.47	48.59	0.00	0.00%	2	85	24.29%
SPY260227C00647000	11/10/2025 2:28 PM	647	52.68	44.90	47.82	0.00	0.00%	1	137	24.16%
SPY260227C00648000	11/13/2025 4:08 PM	648	46.55	44.14	47.05	0.00	0.00%	1	24	24.02%
SPY260227C00649000	11/3/2025 9:50 AM	649	54.85	43.46	46.29	0.00	0.00%	1	1	23.89%
SPY260227C00650000	11/13/2025 1:47 PM	650	44.66	42.67	45.53	0.00	0.00%	5	94	23.76%
SPY260227C00651000	11/7/2025 9:45 AM	651	39.95	41.91	44.77	0.00	0.00%	62	64	23.62%
SPY260227C00652000	11/7/2025 9:40 AM	652	38.54	41.16	44.01	0.00	0.00%	13	14	23.49%
SPY260227C00653000	11/10/2025 3:57 PM	653	48.50	40.49	43.27	0.00	0.00%	10	180	23.36%
SPY260227C00654000	11/14/2025 10:41 AM	654	40.07	39.77	42.52	2.59	6.91%	7	40	23.23%
SPY260227C00655000	11/13/2025 3:22 PM	655	40.15	38.99	41.78	0.00	0.00%	2	166	23.09%
SPY260227C00656000	11/10/2025 3:56 PM	656	46.04	38.26	41.06	0.00	0.00%	1	202	22.98%
SPY260227C00657000	11/13/2025 10:46 AM	657	41.70	37.54	40.23	0.00	0.00%	2	109	22.78%
SPY260227C00658000	11/10/2025 3:54 PM	658	44.90	36.88	39.50	0.00	0.00%	6	14	22.64%
SPY260227C00659000	11/14/2025 3:48 PM	659	37.14	36.12	38.78	-7.81	-17.37%	2	375	22.52%
SPY260227C00660000	11/14/2025 1:02 PM	660	37.22	35.49	36.79	-0.19	-0.51%	1	344	21.48%
SPY260227C00661000	11/14/2025 9:56 AM	661	33.66	34.74	37.35	-10.02	-22.94%	39	245	22.26%
SPY260227C00662000	11/14/2025 9:49 AM	662	32.88	34.04	36.64	-9.52	-22.45%	46	219	22.13%
SPY260227C00663000	11/14/2025 10:51 AM	663	34.79	33.41	35.94	-3.87	-10.01%	3	128	22.01%
SPY260227C00664000	11/14/2025 12:20 PM	664	35.72	32.72	35.17	1.22	3.54%	13	34	21.83%
SPY260227C00665000	11/14/2025 11:30 AM	665	34.63	32.77	33.65	1.23	3.68%	7	2,265	21.12%
SPY260227C00666000	11/14/2025 11:50 AM	666	33.92	32.06	32.97	-2.76	-7.52%	53	377	21.00%
SPY260227C00667000	11/14/2025 11:24 AM	667	32.77	30.70	33.04	-3.99	-10.85%	13	106	21.41%
SPY260227C00668000	11/14/2025 10:36 AM	668	29.93	30.70	31.60	-8.32	-21.75%	6	305	20.75%
SPY260227C00669000	11/13/2025 3:59 PM	669	30.51	30.02	30.94	0.00	0.00%	3	342	20.63%
SPY260227C00670000	11/14/2025 11:54 AM	670	31.23	29.36	30.25	0.51	1.66%	8	397	20.49%
SPY260227C00671000	11/14/2025 3:26 PM	671	29.29	28.05	30.32	-0.12	-0.41%	2	185	20.88%
SPY260227C00672000	11/14/2025 12:17 PM	672	30.14	27.37	29.71	1.34	4.65%	7	235	20.79%
SPY260227C00673000	11/14/2025 3:49 PM	673	27.37	26.75	29.04	-0.78	-2.77%	43	160	20.66%
SPY260227C00674000	11/14/2025 12:10 PM	674	29.00	26.11	28.39	1.30	4.69%	2	310	20.53%
SPY260227C00675000	11/14/2025 3:16 PM	675	27.11	26.12	27.02	0.11	0.41%	31	722	19.90%
SPY260227C00676000	11/14/2025 3:45 PM	676	25.73	25.49	26.39	-0.24	-0.92%	17	474	19.78%
SPY260227C00677000	11/14/2025 9:54 AM	677	23.44	24.30	26.38	-3.80	-13.95%	4	358	20.09%
SPY260227C00680000	11/14/2025 3:40 PM	680	23.30	23.45	24.05	-0.60	-2.51%	37	637	19.38%
SPY260227C00685000	11/14/2025 3:51 PM	685	20.25	20.17	21.04	-1.50	-6.90%	110	864	18.74%
SPY260227C00690000	11/14/2025 3:36 PM	690	18.07	17.20	18.69	-0.43	-2.32%	26	416	18.46%
SPY260227C00695000	11/14/2025 3:51 PM	695	15.22	15.39	15.54	-0.90	-5.58%	69	733	17.47%
SPY260227C00700000	11/14/2025 3:43 PM	700	12.91	13.15	13.28	-0.70	-5.14%	57	705	17.00%
SPY260227C00705000	11/14/2025 2:57 PM	705	11.84	11.11	11.45	0.23	1.98%	15	151	16.73%
SPY260227C00710000	11/14/2025 3:55 PM	710	9.17	9.32	9.41	-0.91	-9.03%	134	648	16.14%
SPY260227C00715000	11/14/2025 3:43 PM	715	7.66	7.74	7.87	-0.45	-5.55%	51	451	15.82%
SPY260227C00720000	11/14/2025 3:57 PM	720	6.23	6.39	6.51	-0.57	-8.38%	93	555	15.51%
SPY260227C00725000	11/14/2025 12:50 PM	725	5.57	5.15	5.35	-0.33	-5.59%	106	331	15.24%
SPY260227C00730000	11/14/2025 12:38 PM	730	4.78	4.25	4.31	0.20	4.37%	29	422	14.93%
SPY260227C00735000	11/14/2025 11:03 AM	735	3.54	3.44	3.55	-0.46	-11.50%	98	438	14.80%
SPY260227C00740000	11/14/2025 9:46 AM	740	2.50	2.79	2.84	-0.78	-23.78%	4	526	14.59%
SPY260227C00745000	11/14/2025 1:02 PM	745	2.37	2.24	2.55	-0.16	-6.32%	3	287	14.86%
SPY260227C00750000	11/14/2025 3:57 PM	750	1.76	1.81	1.86	-0.33	-15.79%	359	1,335	14.38%
SPY260227C00755000	11/14/2025 10:24 AM	755	1.39	1.46	1.50	-0.34	-19.65%	3	224	14.30%
SPY260227C00760000	11/14/2025 12:23 PM	760	1.35	1.18	1.22	-0.03	-2.17%	3	893	14.28%
SPY260227C00765000	11/14/2025 10:33 AM	765	0.93	0.96	0.99	-0.30	-24.39%	2	367	14.26%
SPY260227C00770000	11/14/2025 3:28 PM	770	0.78	0.78	0.80	-0.10	-11.36%	13	515	14.25%
SPY260227C00775000	11/14/2025 3:09 PM	775	0.68	0.63	0.65	-0.03	-4.23%	3	160	14.26%
SPY260227C00780000	11/14/2025 4:01 PM	780	0.52	0.52	0.53	-0.08	-13.33%	274	362	14.30%
SPY260227C00785000	11/13/2025 2:49 PM	785	0.46	0.43	0.44	0.00	0.00%	102	116	14.37%
SPY260227C00790000	11/14/2025 4:14 PM	790	0.35	0.35	0.36	-0.11	-23.91%	36	593	14.42%
SPY260227C00795000	11/14/2025 11:53 AM	795	0.32	0.29	0.30	-0.04	-11.11%	148	91	14.52%
SPY260227C00800000	11/14/2025 2:29 PM	800	0.25	0.24	0.25	-0.04	-13.79%	30	934	14.60%
SPY260320C00245000	7/22/2025 10:21 AM	245	386.89	419.84	423.14	0.00	0.00%	1	24	0.00%
SPY260320C00250000	11/5/2025 9:41 AM	250	426.48	423.29	426.25	0.00	0.00%	1	27	92.22%
SPY260320C00255000	6/24/2025 9:31 AM	255	355.14	410.07	413.38	0.00	0.00%	-	22	0.00%
SPY260320C00260000	8/14/2025 10:23 AM	260	388.32	405.19	408.50	0.00	0.00%	1	28	0.00%
SPY260320C00265000	8/15/2025 2:01 PM	265	383.68	400.31	403.62	0.00	0.00%	1	12	0.00%
SPY260320C00270000	9/18/2025 12:06 PM	270	396.21	397.02	400.01	0.00	0.00%	3	26	0.00%
SPY260320C00275000	8/15/2025 2:40 PM	275	374.11	390.55	393.87	0.00	0.00%	2	12	0.00%
SPY260320C00285000	6/16/2025 9:31 AM	285	321.90	347.77	351.10	0.00	0.00%	2	2	0.00%
SPY260320C00290000	9/10/2025 12:14 PM	290	367.29	366.92	369.99	0.00	0.00%	2	11	0.00%
SPY260320C00295000	4/3/2025 3:53 PM	295	253.05	278.76	282.61	0.00	0.00%	15	17	0.00%
SPY260320C00300000	10/15/2025 3:44 PM	300	369.02	374.28	377.17	0.00	0.00%	5	74	80.94%
SPY260320C00305000	10/2/2025 1:30 PM	305	368.60	368.58	371.69	0.00	0.00%	1	4	76.92%
SPY260320C00310000	3/18/2025 3:47 PM	310	260.19	227.24	230.86	0.00	0.00%	-	1	0.00%
SPY260320C00315000	10/24/2025 1:07 PM	315	367.52	359.56	362.45	0.00	0.00%	3	37	77.67%
SPY260320C00320000	11/4/2025 12:26 PM	320	361.74	354.65	357.56	0.00	0.00%	30	32	76.61%
SPY260320C00325000	8/15/2025 2:40 PM	325	325.76	341.82	345.15	0.00	0.00%	2	3	0.00%
SPY260320C00330000	11/7/2025 1:41 PM	330	340.28	344.88	347.76	0.00	0.00%	1	22	74.58%
SPY260320C00335000	9/11/2025 10:08 AM	335	326.27	323.07	326.25	0.00	0.00%	2	6	0.00%
SPY260320C00340000	11/6/2025 12:27 PM	340	333.50	334.99	337.96	0.00	0.00%	1	26	72.36%
SPY260320C00345000	10/24/2025 3:58 PM	345	338.25	330.10	333.07	0.00	0.00%	1	15	71.37%
SPY260320C00350000	10/16/2025 10:37 AM	350	322.97	325.29	328.17	0.00	0.00%	1	21	70.50%
SPY260320C00355000	9/25/2025 10:24 AM	355	311.00	325.45	328.88	0.00	0.00%	3	39	82.88%
SPY260320C00360000	10/10/2025 3:51 PM	360	303.00	315.49	318.39	0.00	0.00%	1	57	68.51%
SPY260320C00365000	8/20/2025 9:35 AM	365	281.95	302.93	306.25	0.00	0.00%	2	73	0.00%
SPY260320C00370000	11/3/2025 1:42 PM	370	319.46	305.70	308.61	0.00	0.00%	8	21	66.54%
SPY260320C00375000	10/6/2025 11:36 AM	375	303.00	300.02	303.40	0.00	0.00%	10	65	64.00%
SPY260320C00380000	11/14/2025 1:12 PM	380	299.68	295.85	298.83	12.69	4.42%	2	159	64.51%
SPY260320C00385000	9/16/2025 2:06 PM	385	282.19	284.91	288.00	0.00	0.00%	75	191	46.69%
SPY260320C00390000	11/5/2025 10:26 AM	390	293.34	286.18	289.06	0.00	0.00%	1	181	62.75%
SPY260320C00395000	10/1/2025 9:50 AM	395	276.01	280.62	283.97	0.00	0.00%	2	327	60.69%
SPY260320C00400000	11/14/2025 12:26 PM	400	279.92	276.32	279.65	1.81	0.65%	9	483	61.19%
