Contract Name	Last Trade Date (EDT)	Strike	Last Price	Bid	Ask	Change	% Change	Volume	Open Interest	Implied Volatility
SPY251121C00705000	8/15/2025 1:31 PM	705	1.21	1.18	1.19	-0.14	-10.37%	200	379	11.79%
SPY251121C00710000	8/15/2025 3:17 PM	710	0.91	0.89	0.90	-0.09	-9.00%	11	718	11.76%
SPY251121C00715000	8/15/2025 12:05 PM	715	0.69	0.67	0.68	-0.07	-9.21%	6	1,036	11.75%
SPY251121C00720000	8/15/2025 12:48 PM	720	0.56	0.52	0.53	-0.04	-6.67%	27	852	11.82%
SPY251121C00725000	8/15/2025 12:32 PM	725	0.44	0.41	0.42	-0.02	-4.35%	5	443	11.94%
SPY251121C00730000	8/15/2025 10:11 AM	730	0.36	0.32	0.34	0.00	0.00%	1	102	12.10%
SPY251121C00735000	8/13/2025 9:56 AM	735	0.29	0.26	0.28	-0.01	-3.33%	1	232	12.28%
SPY251121C00740000	8/15/2025 11:00 AM	740	0.22	0.21	0.22	-0.01	-4.35%	6	904	12.38%
SPY251121C00745000	8/14/2025 9:30 AM	745	0.18	0.17	0.19	0.00	0.00%	10	310	12.62%
SPY251121C00750000	8/15/2025 2:59 PM	750	0.16	0.14	0.16	0.00	0.00%	17	571	12.82%
SPY251121C00755000	8/14/2025 1:28 PM	755	0.15	0.12	0.13	0.00	0.00%	22	562	12.96%
SPY251121C00760000	8/15/2025 12:31 PM	760	0.11	0.10	0.12	-0.01	-8.33%	105	278	13.31%
SPY251121C00765000	8/14/2025 9:30 AM	765	0.10	0.09	0.10	0.00	0.00%	1	20	13.48%
SPY251121C00770000	8/14/2025 11:59 AM	770	0.09	0.08	0.09	0.00	0.00%	5	932	13.75%
SPY251121C00775000	7/25/2025 9:36 AM	775	0.05	0.07	0.08	0.00	0.00%	9	73	14.01%
SPY251121C00780000	8/11/2025 10:25 AM	780	0.06	0.06	0.07	0.00	0.00%	1	329	14.21%
SPY251121C00790000	8/14/2025 4:13 PM	790	0.06	0.05	0.06	0.00	0.00%	29	197	14.80%
SPY251121C00795000	8/14/2025 12:39 PM	795	0.05	0.04	0.06	0.00	0.00%	1	249	15.24%
SPY251121C00800000	8/15/2025 11:31 AM	800	0.04	0.04	0.05	-0.01	-20.00%	84	1,205	15.33%
SPY251128C00390000	7/31/2025 10:34 AM	390	254.00	255.27	258.78	0.00	0.00%	5	9	58.50%
SPY251128C00395000	8/6/2025 12:54 PM	395	242.00	250.37	253.88	0.00	0.00%	-	1	57.57%
SPY251128C00410000	7/8/2025 2:38 PM	410	217.63	231.27	234.43	0.00	0.00%	4	2	42.22%
SPY251128C00415000	8/7/2025 10:28 AM	415	223.50	230.77	234.27	0.00	0.00%	2	206	53.83%
SPY251128C00420000	8/5/2025 10:40 AM	420	214.32	225.88	229.37	0.00	0.00%	6	6	52.92%
SPY251128C00425000	6/26/2025 10:52 AM	425	193.91	216.41	219.92	0.00	0.00%	-	1	42.00%
SPY251128C00430000	8/6/2025 1:00 PM	430	207.95	216.09	219.58	0.00	0.00%	2	1	51.07%
SPY251128C00435000	8/8/2025 10:27 AM	435	206.83	211.20	214.69	0.00	0.00%	2	20	50.16%
SPY251128C00440000	8/7/2025 10:28 AM	440	199.13	206.31	209.80	0.00	0.00%	2	1	53.32%
SPY251128C00445000	8/7/2025 11:34 AM	445	192.68	201.42	204.92	0.00	0.00%	2	1	52.32%
SPY251128C00450000	8/5/2025 3:51 PM	450	183.68	196.54	200.03	0.00	0.00%	1	6	51.29%
SPY251128C00455000	7/9/2025 10:37 AM	455	175.69	187.34	190.51	0.00	0.00%	-	0	38.37%
SPY251128C00460000	7/24/2025 1:23 PM	460	182.97	186.78	190.27	0.00	0.00%	15	15	49.28%
SPY251128C00470000	6/9/2025 11:25 AM	470	140.09	0.00	0.00	0.00	0.00%	2	0	0.00%
SPY251128C00475000	8/14/2025 10:37 AM	475	175.50	172.17	175.66	0.00	0.00%	4	3	46.32%
SPY251128C00480000	8/14/2025 10:26 AM	480	170.00	167.31	170.80	0.00	0.00%	2	209	45.35%
SPY251128C00485000	8/14/2025 3:01 PM	485	165.59	162.45	165.94	0.00	0.00%	1	1	44.37%
SPY251128C00490000	6/27/2025 2:45 PM	490	133.04	153.51	156.98	0.00	0.00%	1	5	35.38%
SPY251128C00495000	8/1/2025 12:51 PM	495	137.01	152.76	156.25	0.00	0.00%	1	1	42.46%
SPY251128C00500000	8/11/2025 9:47 AM	500	144.83	147.93	151.42	0.00	0.00%	2	82	41.53%
SPY251128C00505000	8/5/2025 2:32 PM	505	131.97	143.10	146.59	0.00	0.00%	2	2	40.58%
SPY251128C00510000	6/23/2025 2:36 PM	510	103.80	0.00	0.00	0.00	0.00%	1	12	0.00%
SPY251128C00515000	8/5/2025 2:31 PM	515	122.33	133.48	136.97	0.00	0.00%	2	4	38.74%
SPY251128C00520000	8/15/2025 10:07 AM	520	131.45	128.69	132.18	10.08	8.31%	1	11	37.83%
SPY251128C00523000	8/7/2025 10:29 AM	523	119.52	125.82	129.31	0.00	0.00%	-	1	37.28%
SPY251128C00524000	8/7/2025 10:43 AM	524	118.74	124.87	128.35	0.00	0.00%	2	1	37.10%
SPY251128C00525000	8/12/2025 10:48 AM	525	122.25	123.91	127.40	0.00	0.00%	2	6	36.93%
SPY251128C00529000	8/12/2025 10:18 AM	529	116.60	120.10	123.58	0.00	0.00%	20	40	36.20%
SPY251128C00530000	8/5/2025 10:18 AM	530	110.06	119.15	122.63	0.00	0.00%	1	7	36.03%
SPY251128C00531000	8/1/2025 9:42 AM	531	103.09	118.20	121.68	0.00	0.00%	7	16	35.85%
SPY251128C00535000	8/1/2025 10:16 AM	535	98.76	114.40	117.89	0.00	0.00%	2	8	35.15%
SPY251128C00536000	6/30/2025 10:48 AM	536	95.00	110.55	114.05	0.00	0.00%	1	2	30.99%
SPY251128C00540000	8/14/2025 9:33 AM	540	111.34	109.67	113.16	0.00	0.00%	1	15	34.28%
SPY251128C00542000	8/8/2025 1:25 PM	542	104.27	107.78	111.27	0.00	0.00%	2	36	33.93%
SPY251128C00543000	8/11/2025 3:37 PM	543	102.58	106.84	110.33	0.00	0.00%	1	0	33.76%
SPY251128C00544000	7/22/2025 1:31 PM	544	97.40	105.90	109.39	0.00	0.00%	1	2	33.59%
SPY251128C00545000	8/12/2025 10:48 AM	545	103.58	104.96	108.45	0.00	0.00%	1	4	33.42%
SPY251128C00546000	6/27/2025 2:46 PM	546	82.91	100.52	104.16	0.00	0.00%	1	1	28.89%
SPY251128C00547000	7/23/2025 1:59 PM	547	97.55	103.08	106.57	0.00	0.00%	10	25	33.07%
SPY251128C00549000	6/13/2025 2:42 PM	549	68.62	0.00	0.00	0.00	0.00%	1	0	0.00%
SPY251128C00550000	8/11/2025 3:38 PM	550	96.10	100.27	103.76	0.00	0.00%	1	34	32.56%
SPY251128C00552000	8/5/2025 11:50 AM	552	87.33	98.41	101.89	0.00	0.00%	2	1	32.22%
SPY251128C00553000	8/6/2025 2:39 PM	553	91.04	97.47	100.95	0.00	0.00%	1	1	32.04%
SPY251128C00554000	6/5/2025 10:00 AM	554	63.58	86.67	87.27	0.00	0.00%	-	0	0.00%
SPY251128C00555000	8/15/2025 3:00 PM	555	98.07	96.08	98.46	-0.43	-0.44%	1	13	30.98%
SPY251128C00558000	6/27/2025 12:36 PM	558	76.00	89.55	92.99	0.00	0.00%	2	3	27.25%
SPY251128C00559000	8/12/2025 10:31 AM	559	90.43	92.37	94.75	0.00	0.00%	2	2	30.33%
SPY251128C00560000	8/12/2025 10:57 AM	560	89.70	91.51	93.76	0.00	0.00%	1	40	30.09%
SPY251128C00561000	8/12/2025 1:58 PM	561	91.22	90.59	92.89	0.00	0.00%	9	9	29.99%
SPY251128C00563000	8/14/2025 9:53 AM	563	90.74	88.70	91.03	0.00	0.00%	1	2	29.65%
SPY251128C00564000	8/11/2025 1:55 PM	564	83.88	87.82	90.07	0.00	0.00%	7	13	29.45%
SPY251128C00565000	8/1/2025 10:36 AM	565	73.21	86.94	89.12	0.00	0.00%	1	37	29.26%
SPY251128C00567000	8/1/2025 11:00 AM	567	70.24	84.69	87.69	0.00	0.00%	1	9	29.38%
SPY251128C00568000	8/7/2025 9:30 AM	568	80.00	84.19	86.38	0.00	0.00%	1	22	28.79%
SPY251128C00570000	8/14/2025 10:12 AM	570	84.27	82.39	84.50	0.00	0.00%	5	23	28.42%
SPY251128C00571000	8/1/2025 10:05 AM	571	66.39	81.47	83.62	0.00	0.00%	1	3	28.30%
SPY251128C00572000	7/17/2025 12:19 PM	572	71.57	80.55	82.69	0.00	0.00%	8	8	28.12%
SPY251128C00573000	7/31/2025 2:17 PM	573	73.20	79.62	81.79	0.00	0.00%	-	1	27.97%
SPY251128C00575000	8/15/2025 3:46 PM	575	79.61	77.87	79.91	6.02	8.18%	1	10	27.59%
SPY251128C00576000	8/14/2025 9:53 AM	576	78.86	76.98	79.04	0.00	0.00%	1	3	27.47%
SPY251128C00577000	7/14/2025 2:59 PM	577	65.90	0.00	0.00	0.00	0.00%	3	3	0.00%
SPY251128C00578000	7/30/2025 12:18 PM	578	72.57	75.19	77.23	0.00	0.00%	2	3	27.15%
SPY251128C00579000	7/9/2025 11:29 AM	579	62.13	70.04	73.35	0.00	0.00%	1	2	23.89%
SPY251128C00580000	8/13/2025 11:17 AM	580	74.75	73.39	75.37	0.00	0.00%	1	30	26.78%
SPY251128C00581000	7/15/2025 9:34 AM	581	64.23	0.00	0.00	0.00	0.00%	1	9	0.00%
SPY251128C00582000	7/31/2025 9:37 AM	582	70.96	71.24	73.91	0.00	0.00%	5	0	26.80%
SPY251128C00583000	6/25/2025 10:56 AM	583	49.01	67.59	70.39	0.00	0.00%	-	2	24.01%
SPY251128C00584000	8/13/2025 1:04 PM	584	71.35	69.48	72.12	0.00	0.00%	18	54	26.48%
SPY251128C00585000	8/15/2025 11:42 AM	585	69.69	68.99	70.82	0.18	0.26%	1	73	25.93%
SPY251128C00586000	6/26/2025 10:31 AM	586	48.43	64.97	67.79	0.00	0.00%	1	25	23.67%
SPY251128C00587000	8/12/2025 9:44 AM	587	64.13	67.19	69.10	0.00	0.00%	1	22	25.68%
SPY251128C00588000	8/1/2025 12:49 PM	588	53.40	65.97	68.50	0.00	0.00%	10	15	25.80%
SPY251128C00589000	8/1/2025 12:49 PM	589	52.60	65.14	67.57	0.00	0.00%	10	270	25.60%
SPY251128C00590000	8/15/2025 1:52 PM	590	66.51	64.60	66.35	2.86	4.49%	20	113	25.13%
SPY251128C00591000	7/16/2025 11:50 AM	591	51.18	63.42	65.79	0.00	0.00%	4	268	25.27%
SPY251128C00592000	7/25/2025 12:34 PM	592	61.00	62.86	64.59	0.00	0.00%	2	8	24.82%
SPY251128C00593000	8/1/2025 9:33 AM	593	50.47	61.93	63.70	0.00	0.00%	1	39	24.65%
SPY251128C00594000	7/7/2025 3:46 PM	594	48.94	0.00	0.00	0.00	0.00%	10	21	0.00%
SPY251128C00595000	8/1/2025 9:53 AM	595	46.74	60.26	61.91	0.00	0.00%	1	103	24.31%
SPY251128C00596000	7/8/2025 2:28 PM	596	47.59	55.17	58.22	0.00	0.00%	1	13	21.55%
SPY251128C00597000	7/10/2025 10:28 AM	597	48.41	54.31	57.44	0.00	0.00%	2	17	21.50%
SPY251128C00598000	7/17/2025 1:51 PM	598	50.30	57.38	59.57	0.00	0.00%	1	39	24.09%
SPY251128C00599000	8/6/2025 1:21 PM	599	50.27	56.51	58.71	0.00	0.00%	9	173	23.94%
SPY251128C00600000	8/14/2025 1:00 PM	600	58.00	56.46	57.19	0.00	0.00%	1	582	23.21%
SPY251128C00601000	8/14/2025 2:57 PM	601	57.22	55.59	56.33	0.00	0.00%	18	486	23.06%
SPY251128C00602000	8/12/2025 11:18 AM	602	53.57	54.20	55.82	0.00	0.00%	1	237	23.21%
SPY251128C00603000	8/7/2025 12:07 PM	603	46.49	53.08	55.21	0.00	0.00%	1	81	23.27%
SPY251128C00604000	8/7/2025 12:06 PM	604	45.56	52.29	54.33	0.00	0.00%	1	176	23.09%
SPY251128C00605000	8/7/2025 12:09 PM	605	44.91	51.44	53.44	0.00	0.00%	1	166	22.91%
SPY251128C00606000	8/15/2025 1:40 PM	606	52.31	50.86	52.34	4.53	9.48%	1	130	22.54%
SPY251128C00610000	8/15/2025 11:54 AM	610	48.92	47.93	48.67	-1.39	-2.76%	1	393	21.68%
SPY251128C00615000	8/15/2025 1:57 PM	615	45.21	43.78	44.51	0.71	1.60%	13	396	20.92%
SPY251128C00620000	8/15/2025 2:30 PM	620	40.62	39.70	40.43	-1.42	-3.38%	29	522	20.16%
SPY251128C00625000	8/14/2025 11:28 AM	625	36.45	35.70	36.44	0.00	0.00%	5	366	19.40%
SPY251128C00630000	8/15/2025 11:42 AM	630	31.95	31.83	32.56	-1.40	-4.20%	13	1,038	18.64%
SPY251128C00635000	8/15/2025 11:19 AM	635	29.10	28.10	28.82	-0.36	-1.22%	6	1,086	17.90%
SPY251128C00640000	8/15/2025 2:24 PM	640	25.57	24.51	25.25	-0.27	-1.04%	12	847	17.19%
SPY251128C00645000	8/15/2025 3:50 PM	645	21.89	21.43	21.57	-0.49	-2.19%	181	538	16.28%
SPY251128C00650000	8/15/2025 4:14 PM	650	18.33	18.27	18.41	-1.03	-5.32%	506	2,842	15.63%
SPY251128C00655000	8/15/2025 3:37 PM	655	15.79	15.36	15.50	-0.42	-2.59%	179	1,257	15.02%
SPY251128C00660000	8/15/2025 3:37 PM	660	13.13	12.75	12.87	-0.42	-3.10%	81	799	14.46%
SPY251128C00665000	8/15/2025 2:20 PM	665	10.90	10.41	10.69	-0.33	-2.94%	10	88	14.08%
SPY251128C00670000	8/15/2025 3:38 PM	670	8.69	8.41	8.51	-0.60	-6.46%	149	256	13.51%
SPY251128C00675000	8/15/2025 3:58 PM	675	6.78	6.71	6.80	-0.42	-5.83%	150	1,081	13.14%
SPY251128C00680000	8/15/2025 4:03 PM	680	5.22	5.28	5.36	-0.51	-8.90%	62	954	12.81%
SPY251128C00685000	8/15/2025 4:08 PM	685	4.11	4.11	4.19	-0.54	-11.61%	195	346	12.55%
SPY251128C00690000	8/15/2025 11:45 AM	690	3.17	3.16	3.24	-0.31	-8.91%	95	720	12.32%
SPY251128C00695000	8/15/2025 10:52 AM	695	2.49	2.41	2.52	-0.32	-11.39%	63	239	12.19%
SPY251128C00700000	8/15/2025 3:57 PM	700	1.90	1.83	1.89	-0.11	-5.47%	58	618	11.99%
SPY251128C00705000	8/15/2025 9:46 AM	705	1.49	1.38	1.42	-0.04	-2.61%	12	1,197	11.86%
SPY251128C00710000	8/15/2025 12:58 PM	710	1.14	1.05	1.07	-0.01	-0.87%	102	432	11.77%
SPY251128C00715000	8/14/2025 4:12 PM	715	0.87	0.80	0.81	-0.02	-2.25%	1	1,902	11.74%
SPY251128C00720000	8/14/2025 9:33 AM	720	0.67	0.61	0.63	0.02	3.08%	12	141	11.78%
SPY251128C00725000	8/15/2025 2:11 PM	725	0.54	0.48	0.49	0.00	0.00%	10	686	11.83%
SPY251128C00730000	8/13/2025 11:16 AM	730	0.42	0.38	0.40	0.00	0.00%	3	17	11.98%
SPY251128C00735000	8/15/2025 9:43 AM	735	0.32	0.31	0.32	-0.03	-8.57%	89	79	12.10%
SPY251219C00150000	8/8/2025 10:08 AM	150	487.34	492.04	495.55	0.00	0.00%	3	721	99.51%
SPY251219C00155000	8/8/2025 10:08 AM	155	482.23	487.10	490.57	0.00	0.00%	2	140	98.58%
SPY251219C00160000	6/18/2025 4:03 PM	160	438.31	467.34	470.81	0.00	0.00%	1	80	0.00%
SPY251219C00165000	5/19/2025 10:00 AM	165	429.24	434.81	438.37	0.00	0.00%	200	362	0.00%
SPY251219C00170000	6/17/2025 3:58 PM	170	428.48	457.99	461.43	0.00	0.00%	40	78	0.00%
SPY251219C00175000	8/6/2025 10:50 AM	175	456.05	467.41	470.72	0.00	0.00%	2	672	95.70%
SPY251219C00180000	5/30/2025 10:49 AM	180	410.87	439.77	443.36	0.00	0.00%	1	438	0.00%
SPY251219C00185000	8/5/2025 2:27 PM	185	444.94	457.57	460.88	0.00	0.00%	2	68	94.58%
SPY251219C00190000	7/16/2025 11:49 AM	190	432.71	452.65	455.97	0.00	0.00%	1	66	93.95%
SPY251219C00195000	8/6/2025 10:21 AM	195	435.45	447.73	451.05	0.00	0.00%	2	204	93.16%
SPY251219C00200000	8/5/2025 2:28 PM	200	430.30	442.81	446.13	0.00	0.00%	92	189	92.33%
SPY251219C00205000	8/5/2025 10:21 AM	205	426.41	437.89	441.21	0.00	0.00%	1	105	91.48%
SPY251219C00210000	8/12/2025 10:48 AM	210	430.75	432.97	436.29	0.00	0.00%	15	1,190	90.58%
SPY251219C00215000	8/13/2025 11:51 AM	215	430.70	428.05	431.38	0.00	0.00%	3	23	89.69%
SPY251219C00220000	8/7/2025 10:16 AM	220	416.35	423.13	426.46	0.00	0.00%	81	53	88.72%
SPY251219C00225000	8/7/2025 2:18 PM	225	406.40	418.21	421.54	0.00	0.00%	4	97	87.76%
SPY251219C00230000	8/7/2025 10:48 AM	230	405.04	413.29	416.63	0.00	0.00%	81	345	86.82%
SPY251219C00235000	8/8/2025 10:16 AM	235	403.06	408.38	411.71	0.00	0.00%	2	233	85.85%
SPY251219C00240000	8/7/2025 10:15 AM	240	396.86	403.46	406.80	0.00	0.00%	40	209	84.88%
SPY251219C00245000	8/7/2025 11:33 AM	245	389.41	398.54	401.89	0.00	0.00%	2	175	83.90%
SPY251219C00250000	8/8/2025 11:01 AM	250	388.10	393.63	396.97	0.00	0.00%	42	239	82.91%
SPY251219C00255000	8/7/2025 11:34 AM	255	379.34	388.72	392.06	0.00	0.00%	2	227	81.95%
SPY251219C00260000	8/8/2025 10:16 AM	260	378.36	383.80	387.15	0.00	0.00%	4	397	80.95%
SPY251219C00265000	8/7/2025 9:36 AM	265	374.11	378.89	382.23	0.00	0.00%	2	238	79.94%
SPY251219C00270000	8/12/2025 9:33 AM	270	371.23	373.97	377.32	0.00	0.00%	12	327	78.93%
SPY251219C00275000	8/7/2025 10:48 AM	275	361.10	369.06	372.41	0.00	0.00%	82	397	77.95%
SPY251219C00280000	8/11/2025 12:45 PM	280	360.36	364.15	367.50	0.00	0.00%	80	418	76.98%
SPY251219C00285000	8/12/2025 11:42 AM	285	358.86	359.24	362.60	0.00	0.00%	2	481	76.03%
SPY251219C00290000	8/14/2025 10:56 AM	290	357.90	354.33	357.69	0.00	0.00%	2	180	75.04%
SPY251219C00295000	8/11/2025 12:44 PM	295	345.57	349.42	352.78	0.00	0.00%	181	279	74.05%
SPY251219C00300000	8/14/2025 11:32 AM	300	346.52	344.51	347.88	0.00	0.00%	2	313	73.10%
SPY251219C00305000	8/14/2025 12:10 PM	305	341.64	339.60	342.97	0.00	0.00%	2	262	72.11%
SPY251219C00310000	8/14/2025 2:48 PM	310	337.92	334.69	338.06	0.00	0.00%	4	200	71.12%
SPY251219C00315000	8/12/2025 9:32 AM	315	326.84	329.78	333.16	0.00	0.00%	2	311	70.17%
SPY251219C00320000	8/14/2025 10:55 AM	320	328.55	324.88	328.26	0.00	0.00%	2	189	69.23%
SPY251219C00325000	8/8/2025 9:41 AM	325	313.12	319.98	323.36	0.00	0.00%	2	158	68.29%
SPY251219C00330000	8/15/2025 9:44 AM	330	319.00	315.07	318.46	2.04	0.64%	1	187	67.33%
SPY251219C00335000	8/13/2025 1:35 PM	335	311.74	310.17	313.56	0.00	0.00%	8	165	66.39%
SPY251219C00340000	8/14/2025 10:56 AM	340	308.82	305.27	308.66	0.00	0.00%	2	289	65.45%
SPY251219C00345000	8/15/2025 2:36 PM	345	303.13	300.37	303.76	-1.22	-0.40%	1	407	64.51%
SPY251219C00350000	8/15/2025 9:51 AM	350	297.80	295.47	298.87	-0.05	-0.02%	2	966	63.59%
SPY251219C00355000	8/15/2025 9:52 AM	355	293.13	290.57	293.97	-1.63	-0.55%	100	560	62.65%
SPY251219C00360000	8/15/2025 10:33 AM	360	288.11	285.68	289.08	6.60	2.34%	2	669	61.75%
SPY251219C00365000	8/15/2025 9:49 AM	365	283.47	280.78	284.18	0.63	0.22%	2	208	60.82%
SPY251219C00370000	8/15/2025 9:46 AM	370	278.90	275.89	279.29	0.72	0.26%	4	414	59.91%
SPY251219C00375000	8/13/2025 11:30 AM	375	273.23	271.00	274.40	0.00	0.00%	2	504	59.01%
SPY251219C00380000	8/13/2025 3:34 PM	380	269.07	266.11	269.52	0.00	0.00%	1	1,322	58.12%
SPY251219C00385000	8/14/2025 10:22 AM	385	263.81	261.22	264.63	0.00	0.00%	2	499	57.21%
SPY251219C00390000	8/13/2025 10:03 AM	390	260.34	256.33	259.75	0.00	0.00%	202	1,181	56.32%
SPY251219C00395000	8/15/2025 10:34 AM	395	253.72	251.44	254.86	0.72	0.28%	2	634	55.42%
SPY251219C00400000	8/14/2025 10:22 AM	400	249.21	246.55	249.98	0.00	0.00%	4	2,519	54.53%
SPY251219C00405000	8/14/2025 10:25 AM	405	244.19	241.67	244.99	0.00	0.00%	102	979	53.51%
SPY251219C00410000	8/15/2025 10:34 AM	410	239.13	236.79	240.22	-2.66	-1.10%	2	1,540	52.77%
SPY251219C00415000	8/15/2025 9:46 AM	415	234.86	231.91	235.34	1.25	0.54%	4	1,631	51.89%
SPY251219C00420000	8/14/2025 10:26 AM	420	229.56	227.03	230.47	0.00	0.00%	208	627	51.02%
SPY251219C00425000	8/15/2025 10:34 AM	425	224.44	222.15	225.60	-0.62	-0.28%	2	1,068	50.14%
SPY251219C00430000	8/14/2025 10:59 AM	430	219.95	217.27	220.73	0.00	0.00%	6	2,138	52.81%
SPY251219C00435000	8/14/2025 10:15 AM	435	214.97	212.40	215.86	0.00	0.00%	100	1,422	51.86%
SPY251219C00440000	8/14/2025 9:53 AM	440	209.95	207.53	211.00	0.00	0.00%	2	1,293	50.92%
SPY251219C00445000	8/15/2025 10:37 AM	445	205.09	202.67	206.13	1.21	0.59%	2	1,943	49.97%
SPY251219C00450000	8/15/2025 2:20 PM	450	200.70	197.81	201.27	-0.83	-0.41%	156	2,858	49.03%
SPY251219C00455000	8/14/2025 10:44 AM	455	196.35	192.95	196.42	-0.08	-0.04%	2	4,256	48.11%
SPY251219C00460000	8/14/2025 2:14 PM	460	191.00	188.09	191.57	0.00	0.00%	20	1,363	47.19%
SPY251219C00465000	8/15/2025 1:54 PM	465	186.09	183.24	186.72	0.21	0.11%	4	1,329	46.27%
SPY251219C00470000	8/15/2025 11:44 AM	470	179.59	178.40	181.88	-1.15	-0.64%	2	2,274	45.36%
SPY251219C00475000	8/14/2025 10:37 AM	475	176.89	173.56	177.05	0.00	0.00%	8	1,563	44.47%
SPY251219C00480000	8/14/2025 9:50 AM	480	171.22	168.73	172.22	0.00	0.00%	2	2,883	43.57%
SPY251219C00485000	8/13/2025 1:41 PM	485	165.91	163.90	167.40	0.00	0.00%	116	1,415	42.69%
SPY251219C00490000	8/11/2025 10:03 AM	490	155.99	159.08	162.59	0.00	0.00%	1	1,265	41.81%
SPY251219C00495000	8/11/2025 1:56 PM	495	150.00	154.27	157.78	0.00	0.00%	1	1,552	40.93%
SPY251219C00500000	8/13/2025 3:22 PM	500	152.47	150.05	152.99	0.00	0.00%	4	2,268	40.07%
SPY251219C00505000	8/14/2025 10:50 AM	505	148.45	144.69	148.21	0.00	0.00%	1	2,078	39.22%
SPY251219C00510000	8/12/2025 3:26 PM	510	139.46	139.92	143.44	0.00	0.00%	4	1,178	38.38%
SPY251219C00515000	8/13/2025 9:33 AM	515	139.07	135.18	138.68	0.00	0.00%	2	732	37.54%
SPY251219C00520000	8/15/2025 11:48 AM	520	131.82	130.43	133.93	-0.41	-0.31%	28	3,872	36.70%
SPY251219C00525000	8/14/2025 1:26 PM	525	126.91	125.70	129.20	-2.28	-1.76%	1	4,447	35.88%
SPY251219C00530000	8/15/2025 3:14 PM	530	123.60	120.98	124.49	-0.19	-0.15%	7	1,200	35.07%
SPY251219C00535000	8/14/2025 10:49 AM	535	119.07	116.29	119.79	0.41	0.35%	1	807	34.25%
SPY251219C00540000	8/15/2025 12:19 PM	540	113.30	111.61	115.12	-0.24	-0.21%	2	3,548	33.46%
SPY251219C00545000	8/11/2025 3:37 PM	545	102.80	106.96	110.46	0.00	0.00%	1	1,380	32.67%
SPY251219C00550000	8/15/2025 12:02 PM	550	104.45	102.96	105.20	-1.04	-0.99%	17	3,142	31.23%
SPY251219C00555000	8/12/2025 3:11 PM	555	98.88	97.98	100.97	0.00	0.00%	6	2,177	30.86%
SPY251219C00560000	8/15/2025 3:35 PM	560	95.26	93.46	96.35	-0.72	-0.75%	8	4,251	30.06%
SPY251219C00565000	8/15/2025 11:33 AM	565	90.85	89.33	91.36	-1.79	-1.93%	1	2,247	28.88%
SPY251219C00570000	8/15/2025 1:54 PM	570	86.83	84.85	86.84	0.56	0.65%	9	2,010	28.15%
SPY251219C00575000	8/15/2025 11:18 AM	575	81.90	80.03	82.64	-0.66	-0.80%	133	3,773	27.68%
SPY251219C00580000	8/15/2025 3:49 PM	580	76.95	75.94	77.79	-1.34	-1.71%	86	5,393	26.59%
SPY251219C00585000	8/15/2025 2:20 PM	585	73.39	71.57	73.33	0.11	0.15%	15	10,842	25.83%
SPY251219C00590000	8/15/2025 2:53 PM	590	69.14	66.93	69.23	-0.33	-0.48%	6	5,042	25.34%
SPY251219C00595000	8/15/2025 3:32 PM	595	64.32	63.31	64.34	-0.90	-1.38%	6	1,855	24.16%
SPY251219C00600000	8/15/2025 2:19 PM	600	60.50	59.06	60.01	-1.00	-1.63%	11	10,641	23.42%
SPY251219C00605000	8/15/2025 2:25 PM	605	56.23	54.53	55.91	-0.72	-1.26%	2	5,486	22.80%
SPY251219C00610000	8/15/2025 3:35 PM	610	51.59	50.66	51.60	-1.33	-2.51%	67	5,965	21.98%
SPY251219C00615000	8/15/2025 3:50 PM	615	47.43	46.55	47.49	-1.44	-2.95%	9	7,821	21.27%
SPY251219C00620000	8/15/2025 3:43 PM	620	43.49	42.52	43.45	-1.01	-2.27%	35	13,239	20.55%
SPY251219C00625000	8/15/2025 4:12 PM	625	38.88	38.58	39.50	-1.93	-4.73%	64	16,082	19.83%
SPY251219C00630000	8/15/2025 3:18 PM	630	35.30	34.75	35.64	-1.08	-2.97%	18	14,900	19.12%
SPY251219C00635000	8/15/2025 4:01 PM	635	31.51	31.03	31.88	-1.66	-5.00%	49	6,574	18.40%
SPY251219C00640000	8/15/2025 4:10 PM	640	27.77	27.52	28.29	-1.65	-5.61%	89	12,134	17.71%
SPY251219C00645000	8/15/2025 4:14 PM	645	24.50	24.17	24.86	-1.25	-4.85%	108	7,493	17.04%
SPY251219C00650000	8/15/2025 3:59 PM	650	21.46	21.01	21.64	-1.26	-5.55%	233	19,087	16.41%
SPY251219C00655000	8/15/2025 3:59 PM	655	18.48	18.20	18.39	-0.65	-3.40%	264	7,299	15.65%
SPY251219C00660000	8/15/2025 4:09 PM	660	15.53	15.48	15.66	-0.99	-5.99%	262	11,544	15.11%
SPY251219C00665000	8/15/2025 3:58 PM	665	13.23	13.11	13.19	-0.74	-5.30%	1,162	5,926	14.62%
SPY251219C00670000	8/15/2025 4:01 PM	670	10.97	10.92	11.14	-0.90	-7.58%	34	12,419	14.29%
SPY251219C00675000	8/15/2025 3:57 PM	675	9.16	8.93	9.06	-0.58	-5.95%	63	10,806	13.78%
SPY251219C00680000	8/15/2025 4:13 PM	680	7.38	7.28	7.47	-0.50	-6.35%	151	33,166	13.50%
SPY251219C00685000	8/15/2025 4:00 PM	685	5.97	5.88	5.98	-0.34	-5.39%	109	11,621	13.13%
SPY251219C00690000	8/15/2025 4:07 PM	690	4.75	4.75	4.80	-0.36	-7.05%	783	20,355	12.88%
